Ano,Função,Resultado Primário,Empenhado,Liquidado,Pago,,,
2015,23 - Comércio e Serviços,0 - Financeira,2.028.470.008,523.342.331,523.342.331,,,
2015,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,1.473.380.641,396.723.519,396.648.111,,
2015,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,571.790.206,195.409.204,189.635.067,,
2015,23 - Comércio e Serviços,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,106.650.551,1.260.000,1.260.000,
2015,24 - Comunicações,0 - Financeira,257.525.504,257.525.504,257.525.504,,,
2015,24 - Comunicações,1 - Primária obrigatória, considerada no cálculo do RP,699.863.797,695.220.617,685.166.389,,
2015,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,449.096.572,328.790.859,262.033.518,,
2015,24 - Comunicações,3 - Primária discricionária, PAC, considerada no cálculo do RP,39.520.207,602.204,602.204,
2015,25 - Energia,0 - Financeira,56.164.352,56.164.352,56.164.352,,,
2015,25 - Energia,1 - Primária obrigatória, considerada no cálculo do RP,1.370.359.355,1.238.095.845,1.233.789.769,,
2015,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,365.983.925,301.880.485,280.681.344,,
2015,25 - Energia,3 - Primária discricionária, PAC, considerada no cálculo do RP,93.917.158,6.904.085,6.784.520,
2015,26 - Transporte,0 - Financeira,5.200.384.243,5.193.702.327,5.166.688.133,,,
2015,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,1.583.006.048,1.382.547.606,1.377.289.539,,
2015,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,897.914.742,630.763.751,614.843.642,,
2015,26 - Transporte,3 - Primária discricionária, PAC, considerada no cálculo do RP,9.125.621.135,4.326.867.941,2.596.092.199,
2015,27 - Desporto e Lazer,0 - Financeira,1.707.095,1.707.095,1.707.095,,,
2015,27 - Desporto e Lazer,1 - Primária obrigatória, considerada no cálculo do RP,33.025.827,32.616.256,32.616.256,,
2015,27 - Desporto e Lazer,2 - Primária discricionária, considerada no cálculo do RP,906.556.125,364.412.456,360.122.322,,
2015,27 - Desporto e Lazer,3 - Primária discricionária, PAC, considerada no cálculo do RP,953.666.809,269.983.529,262.445.827,
2015,27 - Desporto e Lazer,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,150.429.682,299.09,299.09,
2015,28 - Encargos Especiais,0 - Financeira,976.906.679.568,973.155.043.494,973.134.016.598,,,
2015,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,302.494.138.326,290.631.678.071,290.520.244.658,,
2015,28 - Encargos Especiais,2 - Primária discricionária, considerada no cálculo do RP,763.891.460,620.556.451,575.298.636,,
2015,28 - Encargos Especiais,3 - Primária discricionária, PAC, considerada no cálculo do RP,18.925.364.104,17.386.744.413,17.386.744.413,
2016,01 - Legislativa,0 - Financeira,590.499.033,588.340.355,588.340.355,,,
2016,01 - Legislativa,1 - Primária obrigatória, considerada no cálculo do RP,5.371.162.824,5.367.935.755,5.366.750.904,,
2016,01 - Legislativa,2 - Primária discricionária, considerada no cálculo do RP,1.192.722.546,1.051.953.541,1.047.431.535,,
2016,01 - Legislativa,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,4.279.000,0,0,
2016,02 - Judiciária,0 - Financeira,3.613.814.281,3.592.759.275,3.592.717.018,,,
2016,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,23.407.863.177,23.284.385.484,23.279.283.427,,
2016,02 - Judiciária,2 - Primária discricionária, considerada no cálculo do RP,4.972.498.128,4.369.439.332,4.344.518.112,,
2016,02 - Judiciária,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,26.902.996,15.349.080,15.286.354,
2016,03 - Essencial à Justiça,0 - Financeira,989.734.505,979.639.610,979.639.610,,,
2016,03 - Essencial à Justiça,1 - Primária obrigatória, considerada no cálculo do RP,4.165.263.691,4.119.969.280,4.119.713.355,,
2016,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,1.462.399.607,1.224.795.015,1.213.080.702,,
2016,03 - Essencial à Justiça,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,16.108.898,4.916.313,4.916.313,
2016,04 - Administração,0 - Financeira,2.370.070.583,2.361.286.083,2.352.604.452,,,
2016,04 - Administração,1 - Primária obrigatória, considerada no cálculo do RP,16.438.036.059,16.095.742.584,15.961.395.305,,
2016,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,5.558.318.199,4.400.128.651,4.389.626.026,,
2016,04 - Administração,3 - Primária discricionária, PAC, considerada no cálculo do RP,5.270.176,3.998.757,3.734.702,
2016,04 - Administração,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,450,0,0,
2016,05 - Defesa Nacional,0 - Financeira,573.466.999,520.825.445,520.825.445,,,
2016,05 - Defesa Nacional,1 - Primária obrigatória, considerada no cálculo do RP,49.483.921.244,48.520.151.962,48.463.304.705,,
2016,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,7.314.356.338,5.043.300.583,4.893.277.104,,
2016,05 - Defesa Nacional,3 - Primária discricionária, PAC, considerada no cálculo do RP,4.469.185.311,3.387.640.281,3.381.758.507,
2016,05 - Defesa Nacional,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,250.612.688,16.466.085,12.032.546,
2016,06 - Segurança Pública,0 - Financeira,860.681.241,860.540.551,860.540.551,,,
2016,06 - Segurança Pública,1 - Primária obrigatória, considerada no cálculo do RP,4.768.271.083,4.699.602.602,4.699.349.576,,
2016,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,4.036.465.004,2.885.912.884,2.862.736.907,,
2016,06 - Segurança Pública,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,50.075.151,474.034,474.034,
2016,07 - Relações Exteriores,0 - Financeira,113.292.078,112.362.271,112.362.271,,,
2016,07 - Relações Exteriores,1 - Primária obrigatória, considerada no cálculo do RP,1.436.323.522,1.429.607.676,1.429.399.279,,
2016,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,1.413.559.751,1.262.731.205,1.261.336.844,,
2016,07 - Relações Exteriores,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,190.558,143.005,143.004,
2016,08 - Assistência Social,0 - Financeira,7.148.258,5.857.850,5.857.850,,,
2016,08 - Assistência Social,1 - Primária obrigatória, considerada no cálculo do RP,76.002.002.537,75.916.841.416,75.300.922.311,,
2016,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,3.542.720.110,2.209.352.871,2.159.271.910,,
2016,08 - Assistência Social,3 - Primária discricionária, PAC, considerada no cálculo do RP,128.925.295,85.053.188,85.053.188,
2016,08 - Assistência Social,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,79.876.680,14.193.897,14.193.897,
2016,09 - Previdência Social,0 - Financeira,894.082.665,894.080.325,894.079.155,,,
2016,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,592.361.900.066,591.925.400.785,576.980.460.014,,
2016,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,2.220.987.753,2.019.768.639,1.999.656.508,,
2016,09 - Previdência Social,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,2.685.590,0,0,
2016,10 - Saúde,0 - Financeira,1.379.371.961,1.371.855.847,1.371.855.847,,,
2016,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,86.768.561.092,84.075.858.715,83.896.263.278,,
2016,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,15.373.092.994,12.725.518.531,12.634.343.335,,
2016,10 - Saúde,3 - Primária discricionária, PAC, considerada no cálculo do RP,934.431.152,602.561.984,595.233.642,
2016,10 - Saúde,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,3.812.927.284,1.693.713.733,1.692.909.205,
2016,11 - Trabalho,0 - Financeira,15.999.379.656,15.349.379.656,15.349.379.656,,,
2016,11 - Trabalho,1 - Primária obrigatória, considerada no cálculo do RP,55.748.368.879,54.328.333.711,54.328.333.711,,
2016,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,650.874.840,369.278.045,364.744.507,,
2016,11 - Trabalho,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,11.047.198,0,0,
2016,12 - Educação,0 - Financeira,24.356.003.752,22.701.186.542,22.688.672.649,,,
2016,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,54.222.540.917,52.849.751.752,52.809.035.213,,
2016,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,26.113.445.663,19.374.400.790,19.133.442.839,,
2016,12 - Educação,3 - Primária discricionária, PAC, considerada no cálculo do RP,1.720.415.502,526.896.570,514.032.744,
2016,12 - Educação,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,325.789.724,60.577.300,39.329.503,
2016,13 - Cultura,0 - Financeira,756.881.945,56.881.945,56.881.945,,,
2016,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,407.681.563,405.990.358,405.753.732,,
2016,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,636.555.676,425.227.414,422.865.157,,
2016,13 - Cultura,3 - Primária discricionária, PAC, considerada no cálculo do RP,67.173.854,61.522.146,61.431.158,
2016,13 - Cultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,71.236.458,5.825.261,4.602.723,
2016,14 - Direitos da Cidadania,0 - Financeira,72.526.698,70.610.769,70.610.769,,,
2016,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,322.711.870,318.017.091,317.481.111,,
2016,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,1.956.191.536,1.491.612.379,1.444.971.848,,
2016,14 - Direitos da Cidadania,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,56.942.353,2.943.857,2.612.560,
2016,15 - Urbanismo,0 - Financeira,3.565.526,3.565.526,3.565.526,,,
2016,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,737.691.285,731.129.433,719.469.796,,
2016,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,978.877.278,525.264.740,520.327.850,,
2016,15 - Urbanismo,3 - Primária discricionária, PAC, considerada no cálculo do RP,671.481.274,252.076.918,251.897.388,
2016,15 - Urbanismo,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,1.433.485.803,38.344.157,33.377.061,
2016,16 - Habitação,3 - Primária discricionária, PAC, considerada no cálculo do RP,35.471.796,9.405.847,9.405.847,
2016,16 - Habitação,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,2.691.031,0,0,
2016,17 - Saneamento,2 - Primária discricionária, considerada no cálculo do RP,24.489.500,1.640.232,1.640.232,,
2016,17 - Saneamento,3 - Primária discricionária, PAC, considerada no cálculo do RP,529.334.439,408.254.979,407.378.038,
2016,17 - Saneamento,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,9.750.089,0,0,
2016,18 - Gestão Ambiental,0 - Financeira,543.110.618,182.984.888,182.984.888,,,
2016,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,1.299.595.715,1.203.086.974,1.201.721.980,,
2016,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,821.897.441,656.929.055,644.729.703,,
2016,18 - Gestão Ambiental,3 - Primária discricionária, PAC, considerada no cálculo do RP,2.852.747.084,1.436.546.414,1.375.450.295,
2016,18 - Gestão Ambiental,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,58.119.559,2.879.406,2.778.919,
2016,19 - Ciência e Tecnologia,0 - Financeira,1.104.536.180,1.104.536.180,1.104.536.180,,,
2016,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,1.762.382.087,1.747.422.811,1.742.597.968,,
2016,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,4.099.784.313,3.123.056.477,3.040.402.274,,
2016,19 - Ciência e Tecnologia,3 - Primária discricionária, PAC, considerada no cálculo do RP,278.516.185,234.003.477,193.353.477,
2016,19 - Ciência e Tecnologia,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,46.552.007,12.471.357,11.816.196,
2016,20 - Agricultura,0 - Financeira,4.763.113.773,4.086.744.666,4.085.482.232,,,
2016,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,18.997.298.595,14.362.615.932,14.340.449.348,,
2016,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,1.827.054.283,1.244.630.578,1.201.835.370,,
2016,20 - Agricultura,3 - Primária discricionária, PAC, considerada no cálculo do RP,62.210.357,23.074.243,22.786.302,
2016,20 - Agricultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,339.116.407,92.081.519,91.126.292,
2016,21 - Organização Agrária,0 - Financeira,338.240.911,303.002.467,303.002.467,,,
2016,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,1.308.371.335,1.271.603.003,1.271.569.652,,
2016,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,1.237.433.253,727.455.041,699.594.461,,
2016,21 - Organização Agrária,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,102.696.839,27.889.913,26.033.667,
2016,22 - Indústria,0 - Financeira,115.673.719,115.536.699,115.536.699,,,
2016,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,1.129.087.643,1.116.441.516,1.096.214.136,,
2016,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,937.604.969,858.355.386,856.043.764,,
2016,22 - Indústria,3 - Primária discricionária, PAC, considerada no cálculo do RP,164.218.851,13.166.082,13.103.003,
2016,22 - Indústria,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,11.414.685,200,200,
2016,23 - Comércio e Serviços,0 - Financeira,1.496.105.661,1.444.540.243,1.444.540.243,,,
2016,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,708.063.626,704.907.053,704.907.053,,
2016,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,639.688.052,222.125.125,218.735.791,,
2016,23 - Comércio e Serviços,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,242.899.432,14.965.664,14.673.164,
2016,24 - Comunicações,0 - Financeira,260.664.851,260.664.851,260.664.851,,,
2016,24 - Comunicações,1 - Primária obrigatória, considerada no cálculo do RP,742.916.218,739.405.094,739.229.530,,
2016,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,413.246.825,345.882.395,332.619.075,,
2016,24 - Comunicações,3 - Primária discricionária, PAC, considerada no cálculo do RP,921.705,0,0,
2016,24 - Comunicações,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,2.626.407,0,0,
2016,25 - Energia,0 - Financeira,58.177.478,58.157.908,58.157.908,,,
2016,25 - Energia,1 - Primária obrigatória, considerada no cálculo do RP,1.374.694.501,1.329.749.170,1.328.329.061,,
2016,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,408.968.382,313.465.978,312.440.220,,
2016,25 - Energia,3 - Primária discricionária, PAC, considerada no cálculo do RP,59.850.067,6.477.135,6.442.295,
2016,26 - Transporte,0 - Financeira,3.642.275.149,3.640.257.323,3.640.257.323,,,
2016,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,1.658.938.752,1.634.128.007,1.631.821.675,,
2016,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,776.663.620,616.583.875,612.896.024,,
2016,26 - Transporte,3 - Primária discricionária, PAC, considerada no cálculo do RP,8.134.947.582,4.369.284.741,4.189.006.332,
2016,26 - Transporte,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,4.447.841,0,0,
2016,27 - Desporto e Lazer,0 - Financeira,1.655.698,1.655.698,1.655.698,,,
2016,27 - Desporto e Lazer,1 - Primária obrigatória, considerada no cálculo do RP,71.926.484,37.606.203,37.606.203,,
2016,27 - Desporto e Lazer,2 - Primária discricionária, considerada no cálculo do RP,677.993.257,229.410.580,226.188.046,,
2016,27 - Desporto e Lazer,3 - Primária discricionária, PAC, considerada no cálculo do RP,357.407.781,196.279.593,194.827.392,
2016,27 - Desporto e Lazer,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,303.866.822,17.562.420,17.562.420,
2016,28 - Encargos Especiais,0 - Financeira,1.146.285.766.274,1.142.354.210.097,1.142.344.586.640,,,
2016,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,312.673.614.854,298.054.553.264,298.042.760.328,,
2016,28 - Encargos Especiais,2 - Primária discricionária, considerada no cálculo do RP,10.638.932.415,10.035.669.160,10.027.031.057,,
2016,28 - Encargos Especiais,3 - Primária discricionária, PAC, considerada no cálculo do RP,9.245.057.853,8.818.454.785,8.818.192.285,
2016,28 - Encargos Especiais,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,3.783.361,500,500,
2017,01 - Legislativa,0 - Financeira,587.059.657,587.006.095,587.006.095,,,
2017,01 - Legislativa,1 - Primária obrigatória, considerada no cálculo do RP,5.494.931.932,5.483.624.406,5.482.315.338,,
2017,01 - Legislativa,2 - Primária discricionária, considerada no cálculo do RP,1.150.169.926,1.006.720.002,1.005.058.553,,
2017,02 - Judiciária,0 - Financeira,3.863.940.912,3.833.069.946,3.832.593.704,,,
2017,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,24.913.697.004,24.769.164.105,24.758.401.055,,
2017,02 - Judiciária,2 - Primária discricionária, considerada no cálculo do RP,5.723.184.606,4.724.636.042,4.704.654.128,,
2017,02 - Judiciária,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,21.610.178,16.094.901,16.074.579,
2017,03 - Essencial à Justiça,0 - Financeira,1.075.921.617,1.065.058.421,1.065.058.421,,,
2017,03 - Essencial à Justiça,1 - Primária obrigatória, considerada no cálculo do RP,4.693.561.871,4.635.617.314,4.635.542.894,,
2017,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,1.525.801.723,1.308.446.829,1.303.724.763,,
2017,03 - Essencial à Justiça,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,12.167.594,9.296.430,8.796.805,
2017,04 - Administração,0 - Financeira,2.598.247.042,2.587.621.604,2.577.315.525,,,
2017,04 - Administração,1 - Primária obrigatória, considerada no cálculo do RP,18.092.760.166,17.948.284.853,17.842.762.061,,
2017,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,6.731.311.765,4.991.107.743,4.980.100.030,,
2017,04 - Administração,3 - Primária discricionária, PAC, considerada no cálculo do RP,23.571.899,17.262.276,17.242.066,
2017,05 - Defesa Nacional,0 - Financeira,574.658.846,528.779.742,528.779.461,,,
2017,05 - Defesa Nacional,1 - Primária obrigatória, considerada no cálculo do RP,54.322.829.517,53.367.334.433,53.317.953.594,,
2017,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,8.035.489.413,5.108.661.744,4.818.674.948,,
2017,05 - Defesa Nacional,3 - Primária discricionária, PAC, considerada no cálculo do RP,5.561.272.568,4.639.265.663,4.494.901.142,
2017,05 - Defesa Nacional,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,206.761.874,5.450.118,4.278.616,
2017,06 - Segurança Pública,0 - Financeira,1.033.837.197,1.033.750.372,1.033.750.372,,,
2017,06 - Segurança Pública,1 - Primária obrigatória, considerada no cálculo do RP,5.753.218.073,5.736.666.467,5.736.240.543,,
2017,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,3.751.399.610,2.399.668.983,2.363.194.611,,
2017,06 - Segurança Pública,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,57.541.005,28.915,28.915,
2017,06 - Segurança Pública,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,264.874.349,0,0,
2017,07 - Relações Exteriores,0 - Financeira,133.642.402,132.827.611,132.827.611,,,
2017,07 - Relações Exteriores,1 - Primária obrigatória, considerada no cálculo do RP,1.486.777.046,1.483.293.205,1.483.293.205,,
2017,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,1.371.450.666,1.283.517.794,1.280.100.064,,
2017,07 - Relações Exteriores,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,210.018,166.854,166.854,
2017,08 - Assistência Social,0 - Financeira,8.524.457,8.524.457,8.524.457,,,
2017,08 - Assistência Social,1 - Primária obrigatória, considerada no cálculo do RP,81.540.249.128,81.508.087.103,80.506.083.277,,
2017,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,3.055.279.850,2.571.158.985,2.554.020.005,,
2017,08 - Assistência Social,3 - Primária discricionária, PAC, considerada no cálculo do RP,49.050.542,26.474.410,23.782.410,
2017,08 - Assistência Social,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,65.062.425,0,0,
2017,09 - Previdência Social,0 - Financeira,951.764.016,951.764.016,951.762.036,,,
2017,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,653.020.364.029,652.821.442.694,634.769.669.234,,
2017,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,1.795.005.377,1.709.965.663,1.694.306.661,,
2017,09 - Previdência Social,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,4.717.380,104.915,104.915,
2017,10 - Saúde,0 - Financeira,1.412.284.352,1.411.155.405,1.411.154.223,,,
2017,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,87.019.863.490,82.431.646.322,82.048.421.409,,
2017,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,23.427.693.631,17.130.244.061,16.993.052.812,,
2017,10 - Saúde,3 - Primária discricionária, PAC, considerada no cálculo do RP,769.080.035,428.842.329,416.848.071,
2017,10 - Saúde,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,3.939.941.802,1.367.265.117,1.365.870.805,
2017,10 - Saúde,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,1.033.619.862,478.480.370,478.480.370,
2017,11 - Trabalho,0 - Financeira,16.548.393.446,15.710.446.926,15.710.446.926,,,
2017,11 - Trabalho,1 - Primária obrigatória, considerada no cálculo do RP,54.280.597.932,53.809.833.313,53.212.118.734,,
2017,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,658.753.089,391.697.647,381.839.899,,
2017,11 - Trabalho,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,5.884.710,223.9,223.9,
2017,12 - Educação,0 - Financeira,26.298.870.375,25.872.688.473,25.857.510.317,,,
2017,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,60.713.774.301,59.414.020.919,59.327.728.475,,
2017,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,23.778.726.009,16.809.195.018,16.598.100.589,,
2017,12 - Educação,3 - Primária discricionária, PAC, considerada no cálculo do RP,226.904.211,15.175.258,15.175.258,
2017,12 - Educação,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,223.233.185,25.935.996,17.192.733,
2017,12 - Educação,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,163.961.240,0,0,
2017,13 - Cultura,0 - Financeira,762.134.706,128.382.341,128.382.341,,,
2017,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,421.915.186,419.651.852,419.420.223,,
2017,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,558.707.637,397.479.939,395.302.766,,
2017,13 - Cultura,3 - Primária discricionária, PAC, considerada no cálculo do RP,118.153.129,76.554.786,75.704.081,
2017,13 - Cultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,43.233.412,1.827.774,1.827.774,
2017,14 - Direitos da Cidadania,0 - Financeira,73.544.809,73.544.809,73.544.809,,,
2017,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,280.864.652,280.018.047,279.957.615,,
2017,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,1.366.172.429,1.065.400.626,1.063.980.942,,
2017,14 - Direitos da Cidadania,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,43.145.117,2.504.645,2.504.645,
2017,15 - Urbanismo,0 - Financeira,3.802.684,3.802.684,3.802.684,,,
2017,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,795.024.878,785.318.501,779.744.749,,
2017,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,677.036.187,500.531.373,492.761.917,,
2017,15 - Urbanismo,3 - Primária discricionária, PAC, considerada no cálculo do RP,2.526.202.194,568.483.395,561.148.517,
2017,15 - Urbanismo,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,1.538.349.544,17.254.995,6.432.800,
2017,15 - Urbanismo,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,814.849.128,0,0,
2017,16 - Habitação,3 - Primária discricionária, PAC, considerada no cálculo do RP,23.789.794,6.221.014,6.221.014,
2017,16 - Habitação,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,3.081.075,0,0,
2017,16 - Habitação,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,24.480.685,0,0,
2017,17 - Saneamento,3 - Primária discricionária, PAC, considerada no cálculo do RP,850.351.565,714.602.964,714.602.964,
2017,17 - Saneamento,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,8.377.374,0,0,
2017,18 - Gestão Ambiental,0 - Financeira,213.388.934,213.386.575,213.386.575,,,
2017,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,1.379.551.670,1.266.812.421,1.263.763.798,,
2017,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,844.650.857,630.760.988,628.838.102,,
2017,18 - Gestão Ambiental,3 - Primária discricionária, PAC, considerada no cálculo do RP,1.405.661.247,864.849.403,864.261.306,
2017,18 - Gestão Ambiental,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,37.484.906,2.622.344,2.590.106,
2017,18 - Gestão Ambiental,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,306.236.234,130.373.710,130.373.710,
2017,19 - Ciência e Tecnologia,0 - Financeira,1.100.424.002,1.100.424.002,1.100.424.002,,,
2017,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,1.911.326.313,1.904.215.713,1.894.875.288,,
2017,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,3.787.209.264,2.876.160.623,2.841.723.955,,
2017,19 - Ciência e Tecnologia,3 - Primária discricionária, PAC, considerada no cálculo do RP,356.519.050,351.296.480,351.296.480,
2017,19 - Ciência e Tecnologia,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,69.074.268,4.723.060,4.723.060,
2017,19 - Ciência e Tecnologia,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,108.743.277,1.133.935,116.859,
2017,20 - Agricultura,0 - Financeira,5.818.921.179,4.239.077.919,4.177.323.980,,,
2017,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,14.915.448.997,10.095.108.004,10.074.518.621,,
2017,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,1.850.559.017,1.024.303.822,1.007.172.552,,
2017,20 - Agricultura,3 - Primária discricionária, PAC, considerada no cálculo do RP,18.562.547,11.384.991,11.361.243,
