Ano,Função,Resultado Primário,Subfunção,Empenhado,Liquidado,Pago
Total,,,,48.398.382.871.544,46.347.292.672.715,45.611.023.315.136
2012,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,3.611.161.162,3.595.290.156,3.560.931.986
2012,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,78.791.719,78.243.626,76.778.680
2012,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,139.837.347,139.692.112,131.566.740
2012,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,13.982.258,13.936.471,13.929.876
2012,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,365 - Educação Infantil,12.759.606,12.646.222,12.646.222
2012,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,601 - Promoção da Produção Vegetal,2.991.435.057,1.095.393.089,1.095.393.089
2012,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,605 - Abastecimento,3.249.147.283,1.380.789.613,1.380.789.613
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,6.047.921,2.774.498,516.326
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,295.065.828,246.117.268,235.168.605
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,32.612.861,24.823.983,24.291.627
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,36.651.473,25.649.593,22.109.429
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,14.046.248,6.808.505,6.602.777
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,18.872.745,14.303.592,12.057.012
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,96.288,92.399,48.726
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,2.400.518,706.265,706.265
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,367 - Educação Especial,14.400,14.400,14.400
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,541 - Preservação e Conservação Ambiental,1.866.904,457.744,407.066
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,545 - Meteorologia,25.408.161,16.838.817,16.266.520
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,473.711.749,194.892.054,187.150.880
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,54.788.336,26.007.764,25.252.876
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,601 - Promoção da Produção Vegetal,342.423.356,161.472.123,76.870.775
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,602 - Promoção da Produção Animal,124.217.583,21.071.329,20.874.719
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,603 - Defesa Sanitária Vegetal,56.398.003,46.650.852,39.747.635
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,604 - Defesa Sanitária Animal,143.181.356,109.549.913,102.674.625
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,605 - Abastecimento,607.912.351,80.683.439,8.774.747
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,606 - Extensão Rural,13.335.908,12.337.668,12.337.668
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,607 - Irrigação,102.396.221,64.879.466,63.571.810
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,665 - Normalização e Qualidade,9.059.101,5.609.132,3.218.024
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,691 - Promoção Comercial,5.840.935,5.482.701,4.987.794
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,784 - Transporte Hidroviário,1.739.882,0,0
2012,20 - Agricultura,3 - Primária discricionária, PAC, considerada no cálculo do RP,607 - Irrigação,333.938.812,85.143.610,82.540.517
2012,21 - Organização Agrária,0 - Financeira,122 - Administração Geral,77.623.852,73.766.235,73.766.235
2012,21 - Organização Agrária,0 - Financeira,631 - Reforma Agrária,1.041.291.951,251.522.236,240.112.586
2012,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,404.764.686,402.213.160,402.170.875
2012,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,244 - Assistência Comunitária,627.130.080,411.800.000,411.800.000
2012,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,17.287.399,16.661.292,16.661.292
2012,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,22.382.612,21.817.833,21.817.833
2012,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,4.376.596,4.194.659,4.194.659
2012,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,365 - Educação Infantil,682.215,647.957,647.957
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,69.651.161,49.321.161,48.903.206
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,149.540.582,126.623.733,126.207.559
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,1.504.580,1.367.691,1.363.531
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,7.018.486,5.653.169,5.653.169
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,127 - Ordenamento Territorial,368.525.959,58.322.941,39.029.099
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,20.491.835,8.419.787,7.911.310
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,3.000.000,1.290.230,1.290.230
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,1.469.000,1.246.066,1.246.066
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,18.376.523,8.543.645,7.768.945
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,3.708.179,2.549.322,2.549.322
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,392 - Difusão Cultural,167.063,44.674,44.674
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,26.302.060,8.817.315,8.632.083
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,541 - Preservação e Conservação Ambiental,1.759.372,0,0
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,4.037.596,394.946,394.946
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,601 - Promoção da Produção Vegetal,11.266.344,1.461.911,1.461.911
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,605 - Abastecimento,47.324.195,35.507.873,34.884.099
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,606 - Extensão Rural,622.169.816,64.489.374,63.490.931
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,631 - Reforma Agrária,980.398.843,373.003.451,372.274.656
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,691 - Promoção Comercial,36.932.741,12.976.531,12.973.981
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,754 - Biocombustíveis,8.804.241,4.651.859,4.645.859
2012,21 - Organização Agrária,3 - Primária discricionária, PAC, considerada no cálculo do RP,127 - Ordenamento Territorial,1.258.252.792,0,0
2012,22 - Indústria,0 - Financeira,122 - Administração Geral,90.423.883,90.423.883,90.423.883
2012,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,726.557.443,725.063.173,715.049.791
2012,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,18.815.280,18.607.240,18.360.286
2012,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,27.870.046,27.614.123,27.614.123
2012,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,3.211.369,3.210.527,3.210.494
2012,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,365 - Educação Infantil,1.365.892,1.360.340,1.351.086
2012,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,693 - Comércio Exterior,14.010.000,6.806.617,6.806.617
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,441.241.845,375.960.735,372.977.946
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,4.276.455,3.394.092,3.394.092
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,1.242.720,1.242.720,1.242.720
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,6.471.503,3.147.934,3.063.042
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,130 - Administração de Concessões,1.200.000,772.501,772.501
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,591.236,279.954,279.954
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,183 - Informação e Inteligência,300.000,300.000,0
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,333 - Empregabilidade,12.538.701,317.691,317.691
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,391 - Patrimônio Histórico, Artístico e Arqueológico,22.470,22.470,22.470
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,3.914.000,1.000.000,1.000.000
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,2.268.443,1.417.246,1.417.246
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,661 - Promoção Industrial,21.108.556,2.993.388,2.993.388
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,662 - Produção Industrial,600.000,0,0
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,663 - Mineração,1.122.070,979.484,977.529
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,664 - Propriedade Industrial,23.616.392,15.081.392,15.081.392
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,665 - Normalização e Qualidade,579.341.557,545.125.832,541.142.787
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,691 - Promoção Comercial,16.831.129,4.566.196,4.316.196
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,14.957.500,8.957.500,8.957.500
2012,22 - Indústria,3 - Primária discricionária, PAC, considerada no cálculo do RP,122 - Administração Geral,4.275.310,3.635.205,3.480.843
2012,22 - Indústria,3 - Primária discricionária, PAC, considerada no cálculo do RP,126 - Tecnologia da Informação,19.975.794,12.422.213,10.865.620
2012,22 - Indústria,3 - Primária discricionária, PAC, considerada no cálculo do RP,127 - Ordenamento Territorial,2.226.723,1.434.130,1.288.998
2012,22 - Indústria,3 - Primária discricionária, PAC, considerada no cálculo do RP,544 - Recursos Hídricos,11.612.692,5.611.371,4.652.655
2012,22 - Indústria,3 - Primária discricionária, PAC, considerada no cálculo do RP,663 - Mineração,122.780.366,49.930.749,43.586.729
2012,23 - Comércio e Serviços,0 - Financeira,122 - Administração Geral,3.315.664,3.315.664,3.315.664
2012,23 - Comércio e Serviços,0 - Financeira,693 - Comércio Exterior,1.600.000.000,657.674.810,657.674.810
2012,23 - Comércio e Serviços,0 - Financeira,695 - Turismo,32.119.487,32.119.487,32.119.487
2012,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,37.570.262,37.435.262,37.435.262
2012,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,834.945,834.945,834.945
2012,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,1.927.431,1.927.431,1.927.431
2012,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,330.708,330.708,330.708
2012,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,365 - Educação Infantil,74.169,74.169,74.169
2012,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,693 - Comércio Exterior,1.035.946.691,315.442.573,315.442.573
2012,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,114.984,59.582,59.582
2012,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,88.801.186,76.816.924,76.816.924
2012,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,1.401.523,936.404,936.404
2012,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,4.965.187,4.287.137,4.287.137
2012,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,15.166.461,2.253.260,818.810
2012,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,346.077,51.077,51.077
2012,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,879.219,879.219,879.219
2012,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,665 - Normalização e Qualidade,99.656,39.570,39.570
2012,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,691 - Promoção Comercial,20.885.703,8.689.947,8.689.947
2012,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,693 - Comércio Exterior,44.524.865,41.833.156,41.833.156
2012,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,695 - Turismo,1.071.928.356,148.074.068,148.074.068
2012,24 - Comunicações,0 - Financeira,122 - Administração Geral,47.191.948,47.191.948,47.191.948
2012,24 - Comunicações,0 - Financeira,572 - Desenvolvimento Tecnológico e Engenharia,200.000.000,200.000.000,200.000.000
2012,24 - Comunicações,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,286.740.032,285.583.002,285.486.114
2012,24 - Comunicações,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,9.445.210,9.346.284,9.346.284
2012,24 - Comunicações,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,8.532.667,8.532.667,8.532.667
2012,24 - Comunicações,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,1.139.479,1.139.479,1.139.479
2012,24 - Comunicações,1 - Primária obrigatória, considerada no cálculo do RP,365 - Educação Infantil,342.127,342.127,342.127
2012,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,2.400.000,2.400.000,2.400.000
2012,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,133.932.131,81.678.982,81.650.673
2012,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,60.350.468,21.333.532,21.322.668
2012,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,7.296.973,1.927.624,1.927.624
2012,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,3.958.314,1.750.093,1.749.753
2012,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,2.979.190,343.214,343.214
2012,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,333 - Empregabilidade,6.607.716,1.412.686,1.412.686
2012,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,21.636.453,19.459.820,19.459.820
2012,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,82.109.813,60.958.812,22.640.374
2012,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,38.185.959,3.290.582,3.211.068
2012,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,722 - Telecomunicações,81.519.082,20.180.171,20.180.171
2012,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,101.961.708,0,0
2012,25 - Energia,0 - Financeira,122 - Administração Geral,43.366.989,43.366.989,43.366.989
2012,25 - Energia,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,356.553.018,353.448.438,350.573.829
2012,25 - Energia,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,3.072.158,2.870.928,2.870.078
2012,25 - Energia,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,8.013.237,7.978.735,7.338.330
2012,25 - Energia,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,196.261,193.116,193.116
2012,25 - Energia,1 - Primária obrigatória, considerada no cálculo do RP,365 - Educação Infantil,496.367,496.367,496.367
2012,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,3.755.171,2.896.635,2.862.725
2012,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,162.713.839,130.602.269,127.359.917
2012,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,90.410.499,80.084.047,72.109.434
2012,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,5.530.687,5.114.476,5.015.351
2012,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,130 - Administração de Concessões,17.137.565,16.717.878,16.116.536
2012,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,3.112.500,3.112.500,3.112.500
2012,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,12.663.552,541.911,541.911
2012,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,665 - Normalização e Qualidade,2.512.893,2.247.145,1.699.609
2012,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,752 - Energia Elétrica,18.235.032,12.437.428,12.429.772
2012,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,753 - Combustíveis Minerais,22.994.350,19.260.254,16.796.544
2012,25 - Energia,3 - Primária discricionária, PAC, considerada no cálculo do RP,121 - Planejamento e Orçamento,148.537,148.537,148.537
2012,25 - Energia,3 - Primária discricionária, PAC, considerada no cálculo do RP,752 - Energia Elétrica,3.156.381,2.909.434,1.477.241
2012,25 - Energia,3 - Primária discricionária, PAC, considerada no cálculo do RP,753 - Combustíveis Minerais,41.769.205,1.772.055,971.238
2012,26 - Transporte,0 - Financeira,122 - Administração Geral,139.895.573,139.895.573,139.895.573
2012,26 - Transporte,0 - Financeira,661 - Promoção Industrial,4.708.791.353,4.708.317.714,4.701.743.506
2012,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,925.102.087,910.991.473,910.573.038
2012,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,42.470.247,41.176.214,41.164.288
2012,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,29.743.069,29.358.103,29.358.103
2012,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,5.946.956,5.833.525,5.833.525
2012,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,365 - Educação Infantil,968.350,921.888,921.888
2012,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,784 - Transporte Hidroviário,139.998.757,139.971.699,139.971.699
2012,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,47.304.889,10.326.971,7.703.231
2012,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,485.786.273,365.886.869,361.115.073
2012,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,114.696.610,89.354.585,87.349.802
2012,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,24.114.916,16.684.487,16.684.487
2012,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,6.192.029,4.196.198,4.147.678
2012,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,130 - Administração de Concessões,3.325.774,2.382.403,2.382.403
2012,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,12.333.334,3.963.831,3.963.831
2012,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,542 - Controle Ambiental,1.290.193,122.883,122.883
2012,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,661 - Promoção Industrial,53.934.878,45.934.878,45.934.878
2012,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,781 - Transporte Aéreo,344.934.314,48.666.931,48.376.576
2012,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,782 - Transporte Rodoviário,237.249.037,88.001.544,88.001.544
2012,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,783 - Transporte Ferroviário,42.227.390,8.676.342,8.676.342
2012,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,784 - Transporte Hidroviário,141.660.451,81.648.008,41.614.891
2012,26 - Transporte,3 - Primária discricionária, PAC, considerada no cálculo do RP,121 - Planejamento e Orçamento,285.693.064,64.721.814,52.021.814
2012,26 - Transporte,3 - Primária discricionária, PAC, considerada no cálculo do RP,122 - Administração Geral,296.321.055,106.785.067,104.059.749
2012,26 - Transporte,3 - Primária discricionária, PAC, considerada no cálculo do RP,542 - Controle Ambiental,31.660.624,3.199.103,2.700.725
2012,26 - Transporte,3 - Primária discricionária, PAC, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,25.795.727,11.971.800,11.971.800
2012,26 - Transporte,3 - Primária discricionária, PAC, considerada no cálculo do RP,782 - Transporte Rodoviário,11.898.967.549,4.112.551.667,4.084.610.284
2012,26 - Transporte,3 - Primária discricionária, PAC, considerada no cálculo do RP,783 - Transporte Ferroviário,1.505.825.454,486.829.802,486.407.746
2012,26 - Transporte,3 - Primária discricionária, PAC, considerada no cálculo do RP,784 - Transporte Hidroviário,861.713.861,592.550.759,592.550.759
2012,27 - Desporto e Lazer,0 - Financeira,122 - Administração Geral,1.794.339,1.794.339,1.794.339
2012,27 - Desporto e Lazer,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,95.748.962,95.748.962,95.748.962
2012,27 - Desporto e Lazer,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,530.167,479.684,479.684
2012,27 - Desporto e Lazer,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,996.857,996.857,996.857
2012,27 - Desporto e Lazer,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,129.934,129.934,129.934
2012,27 - Desporto e Lazer,1 - Primária obrigatória, considerada no cálculo do RP,365 - Educação Infantil,32.110,32.110,32.110
2012,27 - Desporto e Lazer,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,3.371.256,1.722.969,1.722.969
2012,27 - Desporto e Lazer,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,90.855.786,78.913.740,78.867.931
2012,27 - Desporto e Lazer,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,1.517.090,1.339.318,1.339.318
2012,27 - Desporto e Lazer,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,37.220.750,26.378.137,26.378.137
2012,27 - Desporto e Lazer,2 - Primária discricionária, considerada no cálculo do RP,811 - Desporto de Rendimento,488.210.638,140.332.226,132.096.713
2012,27 - Desporto e Lazer,2 - Primária discricionária, considerada no cálculo do RP,812 - Desporto Comunitário,536.945.748,29.360.949,27.164.004
2012,28 - Encargos Especiais,0 - Financeira,334 - Fomento ao Trabalho,15.061.301.166,15.061.301.166,15.061.301.166
2012,28 - Encargos Especiais,0 - Financeira,841 - Refinanciamento da Dívida Interna,292.875.234.658,292.875.234.658,292.875.234.658
2012,28 - Encargos Especiais,0 - Financeira,842 - Refinanciamento da Dívida Externa,4.289.762.379,4.289.762.379,4.289.762.379
2012,28 - Encargos Especiais,0 - Financeira,843 - Serviço da Dívida Interna,344.999.963.726,342.451.342.575,342.371.733.066
2012,28 - Encargos Especiais,0 - Financeira,844 - Serviço da Dívida Externa,11.509.474.334,11.499.570.453,11.499.570.453
2012,28 - Encargos Especiais,0 - Financeira,846 - Outros Encargos Especiais,114.169.036.514,110.366.383.203,110.366.383.203
2012,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,895.739.550,895.739.550,895.738.541
2012,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,601 - Promoção da Produção Vegetal,587.410.000,211.514.639,211.514.639
2012,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,662 - Produção Industrial,2.961.327.000,14.273.678,14.273.678
2012,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,752 - Energia Elétrica,350.000.000,334.035.733,334.035.733
2012,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,845 - Outras Transferências,147.567.161.763,141.009.496.701,140.785.337.941
2012,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,846 - Outros Encargos Especiais,20.168.519.126,17.351.833.908,17.337.521.703
2012,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,36.286.783.228,33.948.040.041,33.948.040.041
2012,28 - Encargos Especiais,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,644.686.978,444.632.155,444.632.155
2012,28 - Encargos Especiais,2 - Primária discricionária, considerada no cálculo do RP,694 - Serviços Financeiros,36.975.497,23.916.397,23.748.309
2012,28 - Encargos Especiais,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,1.303.900.790,605.211.824,605.211.824
2012,28 - Encargos Especiais,3 - Primária discricionária, PAC, considerada no cálculo do RP,845 - Outras Transferências,7.932.230.194,2.250.000.000,2.250.000.000
2012,28 - Encargos Especiais,3 - Primária discricionária, PAC, considerada no cálculo do RP,846 - Outros Encargos Especiais,3.383.769.806,224.118.304,224.118.304
2013,01 - Legislativa,0 - Financeira,122 - Administração Geral,550.070.918,544.100.580,544.100.580
2013,01 - Legislativa,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,4.361.359.961,4.293.050.951,4.292.212.977
2013,01 - Legislativa,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,253.639.297,240.332.533,240.098.271
2013,01 - Legislativa,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,216.816.211,216.682.818,216.682.818
